idx,file,prompt,clip,imagereward,vqa,dsg,dsg_claims
25,0025.png,A green colored rabbit.,0.2836693525314331,-0.2645689845085144,0.9795812964439392,0.928445428609848,2
26,0026.png,A green colored rabbit.,0.33664852380752563,1.4068905115127563,0.9792227149009705,0.9634730815887451,2
27,0027.png,A green colored rabbit.,0.31719502806663513,1.0018609762191772,0.9771926403045654,0.9322190284729004,2
28,0028.png,A green colored rabbit.,0.2997116446495056,0.9573200345039368,0.9743339419364929,0.9491210877895355,2
29,0029.png,A green colored rabbit.,0.28450706601142883,1.3285553455352783,0.9765963554382324,0.9487221837043762,2
30,0030.png,A cat and a dog.,0.25659847259521484,0.9358179569244385,0.9836553335189819,0.9806569814682007,1
31,0031.png,A cat and a dog.,0.25675511360168457,1.099321961402893,0.9675780534744263,0.9612202644348145,1
32,0032.png,A cat and a dog.,0.20768682658672333,0.05295638367533684,0.35103288292884827,0.31713157892227173,1
33,0033.png,A cat and a dog.,0.20304277539253235,-1.2577908039093018,0.3402327001094818,0.32976436614990234,1
34,0034.png,A cat and a dog.,0.2493344247341156,1.0485925674438477,0.9762388467788696,0.9701794385910034,1
35,0035.png,A cat and a dog.,0.1984233409166336,-1.1515284776687622,0.5352606177330017,0.6381245255470276,1
36,0036.png,A cat and a dog.,0.17135471105575562,-0.4083215892314911,0.1569916307926178,0.1429423689842224,1
37,0037.png,A cat and a dog.,0.2486901879310608,1.4999730587005615,0.9769541621208191,0.9719571471214294,1
38,0038.png,A cat and a dog.,0.1967809796333313,0.364602267742157,0.2162650227546692,0.2000121772289276,1
39,0039.png,A cat and a dog.,0.2318621575832367,0.2523963749408722,0.9818556904792786,0.9736191034317017,1
40,0040.png,A cat and a dog.,0.1873340606689453,0.14386211335659027,0.1569916307926178,0.1645256131887436,1
41,0041.png,A cat and a dog.,0.24686676263809204,1.239463210105896,0.973977267742157,0.9693507552146912,1
42,0042.png,A cat and a dog.,0.2041090726852417,-0.09057637304067612,0.2284213900566101,0.21967048943042755,1
43,0043.png,A cat and a dog.,0.2553582191467285,1.0962738990783691,0.9724327921867371,0.9702972173690796,1
44,0044.png,A cat and a dog.,0.24768280982971191,1.162028431892395,0.9685233235359192,0.9727872610092163,1
45,0045.png,A cat and a dog.,0.1859637200832367,-1.1937116384506226,0.14980246126651764,0.16581614315509796,1
46,0046.png,A cat and a dog.,0.23486775159835815,1.0673673152923584,0.973977267742157,0.966397225856781,1
47,0047.png,A cat and a dog.,0.24592068791389465,1.155555248260498,0.9846765398979187,0.9775499701499939,1
48,0048.png,A cat and a dog.,0.21146516501903534,0.537377655506134,0.977311909198761,0.9685224890708923,1
49,0049.png,A cat and a dog.,0.18881520628929138,-0.7364027500152588,0.17651042342185974,0.18498124182224274,1
50,0050.png,A cat and a dog.,0.21226933598518372,-0.3938467502593994,0.14519351720809937,0.14980237185955048,1
51,0051.png,A cat and a dog.,0.18432822823524475,-1.4777438640594482,0.1053992211818695,0.13854463398456573,1
52,0052.png,A cat and a dog.,0.2567691504955292,0.9930155873298645,0.977669894695282,0.9711273908615112,1
53,0053.png,A cat and a dog.,0.20687812566757202,1.3314528465270996,0.9758813977241516,0.9727879762649536,1
54,0054.png,A cat and a dog.,0.2307179868221283,0.8778609037399292,0.975166916847229,0.972788393497467,1
55,0055.png,A cat and a dog.,0.20595356822013855,-1.0399733781814575,0.12322414666414261,0.14519347250461578,1
56,0056.png,A cat and a dog.,0.2333475947380066,1.3994481563568115,0.9820955991744995,0.9743330478668213,1
57,0057.png,A cat and a dog.,0.19430211186408997,-0.9313969612121582,0.1374664604663849,0.14633221924304962,1
58,0058.png,A cat and a dog.,0.24556267261505127,1.3137775659561157,0.9857589602470398,0.9755234122276306,1
59,0059.png,A cat and a dog.,0.22233280539512634,-0.9256684184074402,0.14980246126651764,0.12913770973682404,1
60,0060.png,Four wolves in the park.,0.25702929496765137,1.047407865524292,0.7063413858413696,0.8146913647651672,2
61,0061.png,Four wolves in the park.,0.2783338725566864,1.0283958911895752,0.3073747754096985,0.7101715058088303,2
62,0062.png,Four wolves in the park.,0.26823246479034424,1.4012476205825806,0.6494425535202026,0.8168739378452301,2
63,0063.png,Four wolves in the park.,0.276844322681427,1.4301146268844604,0.8511788845062256,0.7786602973937988,2
64,0064.png,Four wolves in the park.,0.27723318338394165,1.1206278800964355,0.851178765296936,0.8748446106910706,2
65,0065.png,Four wolves in the park.,0.27820664644241333,1.624924659729004,0.8019545674324036,0.8795241117477417,2
66,0066.png,Four wolves in the park.,0.24944442510604858,0.21149992942810059,0.748965322971344,0.872095137834549,2
67,0067.png,Four wolves in the park.,0.260860800743103,1.083274006843567,0.7652302980422974,0.849863201379776,2
68,0068.png,Four wolves in the park.,0.28091952204704285,0.6235098242759705,0.8153793215751648,0.8743988275527954,2
69,0069.png,Four wolves in the park.,0.27892473340034485,1.2628334760665894,0.8019546270370483,0.8559662401676178,2
70,0070.png,Four wolves in the park.,0.29208624362945557,0.7818351984024048,0.7980483174324036,0.8647530972957611,2
71,0071.png,Four wolves in the park.,0.25723662972450256,0.5404500961303711,0.655815839767456,0.8238667249679565,2
72,0072.png,Four wolves in the park.,0.27059054374694824,1.3516502380371094,0.7742506265640259,0.8535914123058319,2
73,0073.png,Four wolves in the park.,0.2686217427253723,1.354478359222412,0.9091773629188538,0.8757807314395905,2
74,0074.png,Four wolves in the park.,0.2909858524799347,1.5217384099960327,0.684609591960907,0.8151934444904327,2
75,0075.png,Four wolves in the park.,0.2840711772441864,1.5225640535354614,0.38253405690193176,0.7287148535251617,2
76,0076.png,Four wolves in the park.,0.26352670788764954,1.3016585111618042,0.7841426134109497,0.8474692702293396,2
77,0077.png,Four wolves in the park.,0.2827518880367279,0.9447754621505737,0.8282197117805481,0.8434808254241943,2
78,0078.png,Four wolves in the park.,0.27535784244537354,1.6463258266448975,0.8437304496765137,0.8732681572437286,2
79,0079.png,Four wolves in the park.,0.2781550884246826,1.1806577444076538,0.8282197117805481,0.8855275213718414,2
80,0080.png,Four wolves in the park.,0.2534034848213196,1.4379425048828125,0.8114078044891357,0.8879594504833221,2
81,0081.png,Four wolves in the park.,0.25431370735168457,1.1110931634902954,0.706341564655304,0.8814857304096222,2
82,0082.png,Four wolves in the park.,0.2771335244178772,1.571752667427063,0.6494425535202026,0.7652941942214966,2
83,0083.png,Four wolves in the park.,0.27547168731689453,1.561355710029602,0.769727349281311,0.8147709965705872,2
84,0084.png,Four wolves in the park.,0.24971091747283936,0.5391711592674255,0.7387951612472534,0.8488849401473999,2
85,0085.png,Four wolves in the park.,0.25464361906051636,1.4333643913269043,0.7887507081031799,0.8790476620197296,2
86,0086.png,Four wolves in the park.,0.26835060119628906,1.4314630031585693,0.7933858633041382,0.8529112935066223,2
87,0087.png,Four wolves in the park.,0.24973541498184204,1.2580052614212036,0.7652303576469421,0.8418633937835693,2
88,0088.png,Four wolves in the park.,0.26402807235717773,1.5121954679489136,0.684609591960907,0.827141523361206,2
89,0089.png,Four wolves in the park.,0.2615460753440857,1.6135152578353882,0.769727349281311,0.8302473723888397,2
90,0090.png,A dog on the moon.,0.2552535831928253,-2.14593505859375,0.0887550413608551,0.11219686269760132,1
91,0091.png,A dog on the moon.,0.2867501378059387,-1.3540732860565186,0.21967078745365143,0.2932986319065094,1
92,0092.png,A dog on the moon.,0.20581677556037903,-1.261181116104126,0.10705901682376862,0.11575837433338165,1
93,0093.png,A dog on the moon.,0.2910504639148712,-0.735328733921051,0.6846091747283936,0.7230897545814514,1
94,0094.png,A dog on the moon.,0.25007596611976624,-2.2346179485321045,0.5187928080558777,0.5310948491096497,1
95,0095.png,A dog on the moon.,0.23641256988048553,-1.5426018238067627,0.6726804375648499,0.5971261262893677,1
96,0096.png,A dog on the moon.,0.2897806763648987,-0.8223611116409302,0.7330455183982849,0.733043372631073,1
97,0097.png,A dog on the moon.,0.22888076305389404,-0.6145961284637451,0.20001257956027985,0.20475569367408752,1
98,0098.png,A dog on the moon.,0.2638922333717346,-1.662540078163147,0.6846094131469727,0.6779555082321167,1
99,0099.png,A dog on the moon.,0.2780361771583557,1.1382874250411987,0.7008445262908936,0.695389449596405,1
100,0100.png,A dog on the moon.,0.28404343128204346,0.003897543763741851,0.5415706038475037,0.6077150702476501,1
101,0101.png,A dog on the moon.,0.23843571543693542,-1.4345762729644775,0.17377392947673798,0.19537922739982605,1
102,0102.png,A dog on the moon.,0.24019089341163635,-1.1719048023223877,0.6319249868392944,0.6136796474456787,1
103,0103.png,A dog on the moon.,0.22897294163703918,-0.9903887510299683,0.20961138606071472,0.22313006222248077,1
104,0104.png,A dog on the moon.,0.19938190281391144,-0.21077947318553925,0.12131376564502716,0.13117142021656036,1
105,0105.png,A dog on the moon.,0.24286971986293793,-0.2932804524898529,0.4168619215488434,0.4385772943496704,1
106,0106.png,A dog on the moon.,0.21348516643047333,-0.9783022999763489,0.1194329708814621,0.1332370489835739,1
107,0107.png,A dog on the moon.,0.2845132052898407,-1.1691300868988037,0.2691463232040405,0.3455903232097626,1
108,0108.png,A dog on the moon.,0.30356746912002563,0.014707257971167564,0.7592750191688538,0.7742478847503662,1
109,0109.png,A dog on the moon.,0.25214168429374695,-2.2460246086120605,0.35935738682746887,0.4317774176597595,1
110,0110.png,A dog on the moon.,0.2903430759906769,-0.4471835792064667,0.33758512139320374,0.41523632407188416,1
111,0111.png,A dog on the moon.,0.2008226215839386,-1.1964937448501587,0.10376516729593277,0.11396370828151703,1
112,0112.png,A dog on the moon.,0.29539987444877625,0.48046308755874634,0.7230914831161499,0.7330443263053894,1
113,0113.png,A dog on the moon.,0.22088444232940674,-0.9660483598709106,0.13854463398456573,0.15822291374206543,1
114,0114.png,A dog on the moon.,0.20665243268013,-1.1146246194839478,0.14980250597000122,0.1545577049255371,1
115,0115.png,A dog on the moon.,0.20969736576080322,-2.164421558380127,0.41039907932281494,0.4596250355243683,1
116,0116.png,A dog on the moon.,0.3103194236755371,0.3722679913043976,0.6494420170783997,0.6257808804512024,1
117,0117.png,A dog on the moon.,0.3025719225406647,0.5420504212379456,0.6257835626602173,0.649440348148346,1
118,0118.png,A dog on the moon.,0.25207316875457764,-0.9224457740783691,0.7344787120819092,0.738794207572937,1
119,0119.png,A dog on the moon.,0.24833917617797852,-1.41572105884552,0.6136799454689026,0.6319238543510437,1
